pokemon_species,ja-Hrkt,roomaji,ko,zh-Hant,fr,de,es,it,en,cs,ja,zh-Hans,pt-BR
carbink,メレシー,Melecie,멜리시,小碎鑽,Strassie,Rocara,Carbink,Carbink,"Carbink, carbink",,メレシー,小碎钻,
goomy,ヌメラ,Numera,미끄메라,黏黏寶,Mucuscule,Viscora,Goomy,Goomy,"Goomy, goomy",,ヌメラ,黏黏宝,
sliggoo,ヌメイル,Numeil,미끄네일,黏美兒,Colimucus,Viscargot,Sliggoo,Sliggoo,"Sliggoo, sliggoo, sliggoo-hisui",,ヌメイル,黏美儿,
goodra,ヌメルゴン,Numelgon,미끄래곤,黏美龍,Muplodocus,Viscogon,Goodra,Goodra,"Goodra, goodra, goodra-hisui",,ヌメルゴン,黏美龙,
klefki,クレッフィ,Cleffy,클레피,鑰圈兒,Trousselin,Clavion,Klefki,Klefki,"Klefki, klefki",,クレッフィ,钥圈儿,
phantump,ボクレー,Bokurei,나목령,小木靈,Brocélôme,Paragoni,Phantump,Phantump,"Phantump, phantump",,ボクレー,小木灵,
trevenant,オーロット,Ohrot,대로트,朽木妖,Desséliande,Trombork,Trevenant,Trevenant,"Trevenant, trevenant",,オーロット,朽木妖,
bergmite,カチコール,Kachikohru,꽁어름,冰寶,Grelaçon,Arktip,Bergmite,Bergmite,"Bergmite, bergmite",,カチコール,冰宝,
avalugg,クレベース,Crebase,크레베이스,冰岩怪,Séracrawl,Arktilas,Avalugg,Avalugg,"Avalugg, avalugg, avalugg-hisui",,クレベース,冰岩怪,
noibat,オンバット,Onbat,음뱃,嗡蝠,Sonistrelle,eF-eM,Noibat,Noibat,"Noibat, noibat",,オンバット,嗡蝠,
noivern,オンバーン,Onvern,음번,音波龍,Bruyverne,UHaFnir,Noivern,Noivern,"Noivern, noivern",,オンバーン,音波龙,
xerneas,ゼルネアス,Xerneas,제르네아스,哲爾尼亞斯,Xerneas,Xerneas,Xerneas,Xerneas,"Xerneas, xerneas",,ゼルネアス,哲尔尼亚斯,
yveltal,イベルタル,Yveltal,이벨타르,伊裴爾塔爾,Yveltal,Yveltal,Yveltal,Yveltal,"Yveltal, yveltal",,イベルタル,伊裴尔塔尔,
diancie,ディアンシー,Diancie,디안시,蒂安希,Diancie,Diancie,Diancie,Diancie,"Diancie, diancie, diancie-mega",,ディアンシー,蒂安希,
hoopa,フーパ,Hoopa,후파,胡帕,Hoopa,Hoopa,Hoopa,Hoopa,"Hoopa, hoopa, hoopa-unbound",,フーパ,胡帕,
volcanion,ボルケニオン,Volcanion,볼케니온,波爾凱尼恩,Volcanion,Volcanion,Volcanion,Volcanion,"Volcanion, volcanion",,ボルケニオン,波尔凯尼恩,
rowlet,モクロー,Mokuroh,나몰빼미,木木梟,Brindibou,Bauz,Rowlet,Rowlet,"Rowlet, rowlet",,モクロー,木木枭,
dartrix,フクスロー,Fukuthrow,빼미스로우,投羽梟,Efflèche,Arboretoss,Dartrix,Dartrix,"Dartrix, dartrix",,フクスロー,投羽枭,
decidueye,ジュナイパー,Junaiper,모크나이퍼,狙射樹梟,Archéduc,Silvarro,Decidueye,Decidueye,"Decidueye, decidueye, decidueye-hisui",,ジュナイパー,狙射树枭,
litten,ニャビー,Nyabby,냐오불,火斑喵,Flamiaou,Flamiau,Litten,Litten,"Litten, litten",,ニャビー,火斑喵,
torracat,ニャヒート,Nyaheat,냐오히트,炎熱喵,Matoufeu,Miezunder,Torracat,Torracat,"Torracat, torracat",,ニャヒート,炎热喵,
incineroar,ガオガエン,Gaogaen,어흥염,熾焰咆哮虎,Félinferno,Fuegro,Incineroar,Incineroar,"Incineroar, incineroar",,ガオガエン,炽焰咆哮虎,
popplio,アシマリ,Ashimari,누리공,球球海獅,Otaquin,Robball,Popplio,Popplio,"Popplio, popplio",,アシマリ,球球海狮,
brionne,オシャマリ,Osyamari,키요공,花漾海獅,Otarlette,Marikeck,Brionne,Brionne,"Brionne, brionne",,オシャマリ,花漾海狮,
primarina,アシレーヌ,Ashirene,누리레느,西獅海壬,Oratoria,Primarene,Primarina,Primarina,"Primarina, primarina",,アシレーヌ,西狮海壬,
pikipek,ツツケラ,Tsutsukera,콕코구리,小篤兒,Picassaut,Peppeck,Pikipek,Pikipek,"Pikipek, pikipek",,ツツケラ,小笃儿,
trumbeak,ケララッパ,Kerarappa,크라파,喇叭啄鳥,Piclairon,Trompeck,Trumbeak,Trumbeak,"Trumbeak, trumbeak",,ケララッパ,喇叭啄鸟,
toucannon,ドデカバシ,Dodekabashi,왕큰부리,銃嘴大鳥,Bazoucan,Tukanon,Toucannon,Toucannon,"Toucannon, toucannon",,ドデカバシ,铳嘴大鸟,
yungoos,ヤングース,Youngoose,영구스,貓鼬少,Manglouton,Mangunior,Yungoos,Yungoos,"Yungoos, yungoos",,ヤングース,猫鼬少,
gumshoos,デカグース,Dekagoose,형사구스,貓鼬探長,Argouste,Manguspektor,Gumshoos,Gumshoos,"Gumshoos, gumshoos, gumshoos-totem",,デカグース,猫鼬探长,
grubbin,アゴジムシ,Agojimushi,턱지충이,強顎雞母蟲,Larvibule,Mabula,Grubbin,Grubbin,"Grubbin, grubbin",,アゴジムシ,强颚鸡母虫,
charjabug,デンヂムシ,Dendimushi,전지충이,蟲電寶,Chrysapile,Akkup,Charjabug,Charjabug,"Charjabug, charjabug",,デンヂムシ,虫电宝,
vikavolt,クワガノン,Kuwagannon,투구뿌논,鍬農炮蟲,Lucanon,Donarion,Vikavolt,Vikavolt,"Vikavolt, vikavolt, vikavolt-totem",,クワガノン,锹农炮虫,
crabrawler,マケンカニ,Makenkani,오기지게,好勝蟹,Crabagarre,Krabbox,Crabrawler,Crabrawler,"Crabrawler, crabrawler",,マケンカニ,好胜蟹,
crabominable,ケケンカニ,Kekenkani,모단단게,好勝毛蟹,Crabominable,Krawell,Crabominable,Crabominable,"Crabominable, crabominable",,ケケンカニ,好胜毛蟹,
cutiefly,アブリー,Abuly,에블리,萌虻,Bombydou,Wommel,Cutiefly,Cutiefly,"Cutiefly, cutiefly",,アブリー,萌虻,
ribombee,アブリボン,Aburibbon,에리본,蝶結萌虻,Rubombelle,Bandelby,Ribombee,Ribombee,"Ribombee, ribombee, ribombee-totem",,アブリボン,蝶结萌虻,
rockruff,イワンコ,Iwanko,암멍이,岩狗狗,Rocabot,Wuffels,Rockruff,Rockruff,"Rockruff, rockruff, rockruff-own-tempo",,イワンコ,岩狗狗,
mareanie,ヒドイデ,Hidoide,시마사리,好壞星,Vorastérie,Garstella,Mareanie,Mareanie,"Mareanie, mareanie",,ヒドイデ,好坏星,
toxapex,ドヒドイデ,Dohidoide,더시마사리,超壞星,Prédastérie,Aggrostella,Toxapex,Toxapex,"Toxapex, toxapex",,ドヒドイデ,超坏星,
mudbray,ドロバンコ,Dorobanko,머드나기,泥驢仔,Tiboudet,Pampuli,Mudbray,Mudbray,"Mudbray, mudbray",,ドロバンコ,泥驴仔,
mudsdale,バンバドロ,Banbadoro,만마드,重泥挽馬,Bourrinos,Pampross,Mudsdale,Mudsdale,"Mudsdale, mudsdale",,バンバドロ,重泥挽马,
dewpider,シズクモ,Shizukumo,물거미,滴蛛,Araqua,Araqua,Dewpider,Dewpider,"Dewpider, dewpider",,シズクモ,滴蛛,
araquanid,オニシズクモ,Onishizukumo,깨비물거미,滴蛛霸,Tarenbulle,Aranestro,Araquanid,Araquanid,"Araquanid, araquanid, araquanid-totem",,オニシズクモ,滴蛛霸,
fomantis,カリキリ,Karikiri,짜랑랑,偽螳草,Mimantis,Imantis,Fomantis,Fomantis,"Fomantis, fomantis",,カリキリ,伪螳草,
lurantis,ラランテス,Lalantes,라란티스,蘭螳花,Floramantis,Mantidea,Lurantis,Lurantis,"Lurantis, lurantis, lurantis-totem",,ラランテス,兰螳花,
morelull,ネマシュ,Nemasyu,자마슈,睡睡菇,Spododo,Bubungus,Morelull,Morelull,"Morelull, morelull",,ネマシュ,睡睡菇,
shiinotic,マシェード,Mashade,마셰이드,燈罩夜菇,Lampignon,Lamellux,Shiinotic,Shiinotic,"Shiinotic, shiinotic",,マシェード,灯罩夜菇,
salandit,ヤトウモリ,Yatoumori,야도뇽,夜盜火蜥,Tritox,Molunk,Salandit,Salandit,"Salandit, salandit",,ヤトウモリ,夜盗火蜥,
salazzle,エンニュート,Ennewt,염뉴트,焰后蜥,Malamandre,Amfira,Salazzle,Salazzle,"Salazzle, salazzle, salazzle-totem",,エンニュート,焰后蜥,
stufful,ヌイコグマ,Nuikoguma,포곰곰,童偶熊,Nounourson,Velursi,Stufful,Stufful,"Stufful, stufful",,ヌイコグマ,童偶熊,
bewear,キテルグマ,Kiteruguma,이븐곰,穿著熊,Chelours,Kosturso,Bewear,Bewear,"Bewear, bewear",,キテルグマ,穿着熊,
bounsweet,アマカジ,Amakaji,달콤아,甜竹竹,Croquine,Frubberl,Bounsweet,Bounsweet,"Bounsweet, bounsweet",,アマカジ,甜竹竹,
steenee,アママイコ,Amamaiko,달무리나,甜舞妮,Candine,Frubaila,Steenee,Steenee,"Steenee, steenee",,アママイコ,甜舞妮,
tsareena,アマージョ,Amajo,달코퀸,甜冷美后,Sucreine,Fruyal,Tsareena,Tsareena,"Tsareena, tsareena",,アマージョ,甜冷美后,
comfey,キュワワー,Cuwawa,큐아링,花療環環,Guérilande,Curelei,Comfey,Comfey,"Comfey, comfey",,キュワワー,花疗环环,
oranguru,ヤレユータン,Yareyuutan,하랑우탄,智揮猩,Gouroutan,Kommandutan,Oranguru,Oranguru,"Oranguru, oranguru",,ヤレユータン,智挥猩,
passimian,ナゲツケサル,Nagetukesaru,내던숭이,投擲猴,Quartermac,Quartermak,Passimian,Passimian,"Passimian, passimian",,ナゲツケサル,投掷猴,
wimpod,コソクムシ,Kosokumushi,꼬시레,膽小蟲,Sovkipou,Reißlaus,Wimpod,Wimpod,"Wimpod, wimpod",,コソクムシ,胆小虫,
golisopod,グソクムシャ,Gusokumusha,갑주무사,具甲武者,Sarmuraï,Tectass,Golisopod,Golisopod,"Golisopod, golisopod",,グソクムシャ,具甲武者,
sandygast,スナバァ,Sunaba,모래꿍,沙丘娃,Bacabouh,Sankabuh,Sandygast,Sandygast,"Sandygast, sandygast",,スナバァ,沙丘娃,
palossand,シロデスナ,Sirodethna,모래성이당,噬沙堡爺,Trépassable,Colossand,Palossand,Palossand,"Palossand, palossand",,シロデスナ,噬沙堡爷,
pyukumuku,ナマコブシ,Namakobushi,해무기,拳海參,Concombaffe,Gufa,Pyukumuku,Pyukumuku,"Pyukumuku, pyukumuku",,ナマコブシ,拳海参,
type-null,タイプ：ヌル,Null,타입:널,屬性：空,Type:0,Typ:Null,Código Cero,Tipo Zero,"Type: Null, type-null",,タイプ：ヌル,属性：空,
silvally,シルヴァディ,Silvady,실버디,銀伴戰獸,Silvallié,Amigento,Silvally,Silvally,"Silvally, silvally",,シルヴァディ,银伴战兽,
komala,ネッコアラ,Nekkoara,자말라,樹枕尾熊,Dodoala,Koalelu,Komala,Komala,"Komala, komala",,ネッコアラ,树枕尾熊,
turtonator,バクガメス,Bakugames,폭거북스,爆焰龜獸,Boumata,Tortunator,Turtonator,Turtonator,"Turtonator, turtonator",,バクガメス,爆焰龟兽,
togedemaru,トゲデマル,Togedemaru,토게데마루,托戈德瑪爾,Togedemaru,Togedemaru,Togedemaru,Togedemaru,"Togedemaru, togedemaru, togedemaru-totem",,トゲデマル,托戈德玛尔,
bruxish,ハギギシリ,Hagigishiri,치갈기,磨牙彩皮魚,Denticrisse,Knirfish,Bruxish,Bruxish,"Bruxish, bruxish",,ハギギシリ,磨牙彩皮鱼,
drampa,ジジーロン,Jijilong,할비롱,老翁龍,Draïeul,Sen-Long,Drampa,Drampa,"Drampa, drampa",,ジジーロン,老翁龙,
dhelmise,ダダリン,Dadarin,타타륜,破破舵輪,Sinistrail,Moruda,Dhelmise,Dhelmise,"Dhelmise, dhelmise",,ダダリン,破破舵轮,
jangmo-o,ジャラコ,Jyarako,짜랑꼬,心鱗寶,Bébécaille,Miniras,Jangmo-o,Jangmo-o,"Jangmo-o, jangmo-o",,ジャラコ,心鳞宝,
hakamo-o,ジャランゴ,Jyarango,짜랑고우,鱗甲龍,Écaïd,Mediras,Hakamo-o,Hakamo-o,"Hakamo-o, hakamo-o",,ジャランゴ,鳞甲龙,
kommo-o,ジャラランガ,Jyararanga,짜랑고우거,杖尾鱗甲龍,Ékaïser,Grandiras,Kommo-o,Kommo-o,"Kommo-o, kommo-o, kommo-o-totem",,ジャラランガ,杖尾鳞甲龙,
tapu-koko,カプ・コケコ,Kokeko,카푸꼬꼬꼭,卡璞・鳴鳴,Tokorico,Kapu-Riki,Tapu Koko,Tapu Koko,"Tapu Koko, tapu-koko",,カプ・コケコ,卡璞・鸣鸣,
tapu-lele,カプ・テテフ,Tetefu,카푸나비나,卡璞・蝶蝶,Tokopiyon,Kapu-Fala,Tapu Lele,Tapu Lele,"Tapu Lele, tapu-lele",,カプ・テテフ,卡璞・蝶蝶,
tapu-bulu,カプ・ブルル,Bulul,카푸브루루,卡璞・哞哞,Tokotoro,Kapu-Toro,Tapu Bulu,Tapu Bulu,"Tapu Bulu, tapu-bulu",,カプ・ブルル,卡璞・哞哞,
tapu-fini,カプ・レヒレ,Rehire,카푸느지느,卡璞・鰭鰭,Tokopisco,Kapu-Kime,Tapu Fini,Tapu Fini,"Tapu Fini, tapu-fini",,カプ・レヒレ,卡璞・鳍鳍,
cosmog,コスモッグ,Cosmog,코스모그,科斯莫古,Cosmog,Cosmog,Cosmog,Cosmog,"Cosmog, cosmog",,コスモッグ,科斯莫古,
cosmoem,コスモウム,Cosmovum,코스모움,科斯莫姆,Cosmovum,Cosmovum,Cosmoem,Cosmoem,"Cosmoem, cosmoem",,コスモウム,科斯莫姆,
solgaleo,ソルガレオ,Solgaleo,솔가레오,索爾迦雷歐,Solgaleo,Solgaleo,Solgaleo,Solgaleo,"Solgaleo, solgaleo",,ソルガレオ,索尔迦雷欧,
lunala,ルナアーラ,Lunala,루나아라,露奈雅拉,Lunala,Lunala,Lunala,Lunala,"Lunala, lunala",,ルナアーラ,露奈雅拉,
nihilego,ウツロイド,Uturoid,텅비드,虛吾伊德,Zéroïd,Anego,Nihilego,Nihilego,"Nihilego, nihilego",,ウツロイド,虚吾伊德,
buzzwole,マッシブーン,Massivoon,매시붕,爆肌蚊,Mouscoto,Masskito,Buzzwole,Buzzwole,"Buzzwole, buzzwole",,マッシブーン,爆肌蚊,
pheromosa,フェローチェ,Pheroache,페로코체,費洛美螂,Cancrelove,Schabelle,Pheromosa,Pheromosa,"Pheromosa, pheromosa",,フェローチェ,费洛美螂,
xurkitree,デンジュモク,Denjyumoku,전수목,電束木,Câblifère,Voltriant,Xurkitree,Xurkitree,"Xurkitree, xurkitree",,デンジュモク,电束木,
celesteela,テッカグヤ,Tekkaguya,철화구야,鐵火輝夜,Bamboiselle,Kaguron,Celesteela,Celesteela,"Celesteela, celesteela",,テッカグヤ,铁火辉夜,
kartana,カミツルギ,Kamiturugi,종이신도,紙御劍,Katagami,Katagami,Kartana,Kartana,"Kartana, kartana",,カミツルギ,纸御剑,
guzzlord,アクジキング,Akuziking,악식킹,惡食大王,Engloutyran,Schlingking,Guzzlord,Guzzlord,"Guzzlord, guzzlord",,アクジキング,恶食大王,
necrozma,ネクロズマ,Necrozma,네크로즈마,奈克洛茲瑪,Necrozma,Necrozma,Necrozma,Necrozma,"Necrozma, necrozma, necrozma-dawn, necrozma-dusk, necrozma-ultra",,ネクロズマ,奈克洛兹玛,
magearna,マギアナ,Magearna,마기아나,瑪機雅娜,Magearna,Magearna,Magearna,Magearna,"Magearna, magearna, magearna-original",,マギアナ,玛机雅娜,
marshadow,マーシャドー,Marshadow,마샤도,瑪夏多,Marshadow,Marshadow,Marshadow,Marshadow,"Marshadow, marshadow",,マーシャドー,玛夏多,
poipole,ベベノム,Bevenom,베베놈,毒貝比,Vémini,Venicro,Poipole,Poipole,"Poipole, poipole",,ベベノム,毒贝比,
naganadel,アーゴヨン,Agoyon,아고용,四顎針龍,Mandrillon,Agoyon,Naganadel,Naganadel,"Naganadel, naganadel",,アーゴヨン,四颚针龙,
stakataka,ツンデツンデ,Tundetunde,차곡차곡,壘磊石,Ama-Ama,Muramura,Stakataka,Stakataka,"Stakataka, stakataka",,ツンデツンデ,垒磊石,
blacephalon,ズガドーン,Zugadoon,두파팡,砰頭小丑,Pierroteknik,Kopplosio,Blacephalon,Blacephalon,"Blacephalon, blacephalon",,ズガドーン,砰头小丑,
zeraora,ゼラオラ,Zeraora,제라오라,捷拉奧拉,Zeraora,Zeraora,Zeraora,Zeraora,"Zeraora, zeraora",,ゼラオラ,捷拉奥拉,
meltan,メルタン,Meltan,멜탄,美錄坦,Meltan,Meltan,Meltan,Meltan,"Meltan, meltan",,メルタン,美录坦,
melmetal,メルメタル,Melmetal,멜메탈,美錄梅塔,Melmetal,Melmetal,Melmetal,Melmetal,"Melmetal, melmetal, melmetal-gmax",,メルメタル,美录梅塔,
grookey,サルノリ,Sarunori,흥나숭,敲音猴,Ouistempo,Chimpep,Grookey,Grookey,"Grookey, grookey",,サルノリ,敲音猴,
thwackey,バチンキー,Bachinkey,채키몽,啪咚猴,Badabouin,Chimstix,Thwackey,Thwackey,"Thwackey, thwackey",,バチンキー,啪咚猴,
rillaboom,ゴリランダー,Gorirander,고릴타,轟擂金剛猩,Gorythmic,Gortrom,Rillaboom,Rillaboom,"Rillaboom, rillaboom, rillaboom-gmax",,ゴリランダー,轰擂金刚猩,
scorbunny,ヒバニー,Hibanny,염버니,炎兔兒,Flambino,Hopplo,Scorbunny,Scorbunny,"Scorbunny, scorbunny",,ヒバニー,炎兔儿,
raboot,ラビフット,Rabbifuto,래비풋,騰蹴小將,Lapyro,Kickerlo,Raboot,Raboot,"Raboot, raboot",,ラビフット,腾蹴小将,
cinderace,エースバーン,Aceburn,에이스번,閃焰王牌,Pyrobut,Liberlo,Cinderace,Cinderace,"Cinderace, cinderace, cinderace-gmax",,エースバーン,闪焰王牌,
sobble,メッソン,Messon,울머기,淚眼蜥,Larméléon,Memmeon,Sobble,Sobble,"Sobble, sobble",,メッソン,泪眼蜥,
drizzile,ジメレオン,Jimereon,누겔레온,變澀蜥,Arrozard,Phlegleon,Drizzile,Drizzile,"Drizzile, drizzile",,ジメレオン,变涩蜥,
inteleon,インテレオン,Intereon,인텔리레온,千面避役,Lézargus,Intelleon,Inteleon,Inteleon,"Inteleon, inteleon, inteleon-gmax",,インテレオン,千面避役,
skwovet,ホシガリス,Hoshigarisu,탐리스,貪心栗鼠,Rongourmand,Raffel,Skwovet,Skwovet,"Skwovet, skwovet",,ホシガリス,贪心栗鼠,
greedent,ヨクバリス,Yokubarisu,요씽리스,藏飽栗鼠,Rongrigou,Schlaraffel,Greedent,Greedent,"Greedent, greedent",,ヨクバリス,藏饱栗鼠,
rookidee,ココガラ,Kokogara,파라꼬,稚山雀,Minisange,Meikro,Rookidee,Rookidee,"Rookidee, rookidee",,ココガラ,稚山雀,
corvisquire,アオガラス,Aogarasu,파크로우,藍鴉,Bleuseille,Kranoviz,Corvisquire,Corvisquire,"Corvisquire, corvisquire",,アオガラス,蓝鸦,
corviknight,アーマーガア,Armorga,아머까오,鋼鎧鴉,Corvaillus,Krarmor,Corviknight,Corviknight,"Corviknight, corviknight, corviknight-gmax",,アーマーガア,钢铠鸦,
blipbug,サッチムシ,Sacchimushi,두루지벌레,索偵蟲,Larvadar,Sensect,Blipbug,Blipbug,"Blipbug, blipbug",,サッチムシ,索侦虫,
dottler,レドームシ,Redomushi,레돔벌레,天罩蟲,Coléodôme,Keradar,Dottler,Dottler,"Dottler, dottler",,レドームシ,天罩虫,
orbeetle,イオルブ,Eolb,이올브,以歐路普,Astronelle,Maritellit,Orbeetle,Orbeetle,"Orbeetle, orbeetle, orbeetle-gmax",,イオルブ,以欧路普,
nickit,クスネ,Kusune,훔처우,偷兒狐,Goupilou,Kleptifux,Nickit,Nickit,"Nickit, nickit",,クスネ,狡小狐,
thievul,フォクスライ,Foxly,폭슬라이,狐大盜,Roublenard,Gaunux,Thievul,Thievul,"Thievul, thievul",,フォクスライ,猾大狐,
gossifleur,ヒメンカ,Himenka,꼬모카,幼棉棉,Tournicoton,Cottini,Gossifleur,Gossifleur,"Gossifleur, gossifleur",,ヒメンカ,幼棉棉,
eldegoss,ワタシラガ,Watashiraga,백솜모카,白蓬蓬,Blancoton,Cottomi,Eldegoss,Eldegoss,"Eldegoss, eldegoss",,ワタシラガ,白蓬蓬,
wooloo,ウールー,Wooluu,우르,毛辮羊,Moumouton,Wolly,Wooloo,Wooloo,"Wooloo, wooloo",,ウールー,毛辫羊,
dubwool,バイウールー,Baiwooluu,배우르,毛毛角羊,Moumouflon,Zwollock,Dubwool,Dubwool,"Dubwool, dubwool",,バイウールー,毛毛角羊,
chewtle,カムカメ,Kamukame,깨물부기,咬咬龜,Khélocrok,Kamehaps,Chewtle,Chewtle,"Chewtle, chewtle",,カムカメ,咬咬龟,
drednaw,カジリガメ,Kajirigame,갈가부기,暴噬龜,Torgamord,Kamalm,Drednaw,Drednaw,"Drednaw, drednaw, drednaw-gmax",,カジリガメ,暴噬龟,
yamper,ワンパチ,Wanpachi,멍파치,來電汪,Voltoutou,Voldi,Yamper,Yamper,"Yamper, yamper",,ワンパチ,来电汪,
boltund,パルスワン,Pulsewan,펄스멍,逐電犬,Fulgudog,Bellektro,Boltund,Boltund,"Boltund, boltund",,パルスワン,逐电犬,
rolycoly,タンドン,Tandon,탄동,小炭仔,Charbi,Klonkett,Rolycoly,Rolycoly,"Rolycoly, rolycoly",,タンドン,小炭仔,
carkol,トロッゴン,Toroggon,탄차곤,大炭車,Wagomine,Wagong,Carkol,Carkol,"Carkol, carkol",,トロッゴン,大炭车,
coalossal,セキタンザン,Sekitanzan,석탄산,巨炭山,Monthracite,Montecarbo,Coalossal,Coalossal,"Coalossal, coalossal, coalossal-gmax",,セキタンザン,巨炭山,
applin,カジッチュ,Kajicchu,과사삭벌레,啃果蟲,Verpom,Knapfel,Applin,Applin,"Applin, applin",,カジッチュ,啃果虫,
flapple,アップリュー,Appryu,애프룡,蘋裹龍,Pomdrapi,Drapfel,Flapple,Flapple,"Flapple, flapple, flapple-gmax",,アップリュー,苹裹龙,
appletun,タルップル,Tarupple,단지래플,豐蜜龍,Dratatin,Schlapfel,Appletun,Appletun,"Appletun, appletun, appletun-gmax",,タルップル,丰蜜龙,
silicobra,スナヘビ,Sunahebi,모래뱀,沙包蛇,Dunaja,Salanga,Silicobra,Silicobra,"Silicobra, silicobra",,スナヘビ,沙包蛇,
sandaconda,サダイジャ,Sadaija,사다이사,沙螺蟒,Dunaconda,Sanaconda,Sandaconda,Sandaconda,"Sandaconda, sandaconda, sandaconda-gmax",,サダイジャ,沙螺蟒,
cramorant,ウッウ,Uu,윽우지,古月鳥,Nigosier,Urgl,Cramorant,Cramorant,"Cramorant, cramorant, cramorant-gorging, cramorant-gulping",,ウッウ,古月鸟,
arrokuda,サシカマス,Sasikamasu,찌로꼬치,刺梭魚,Embrochet,Pikuda,Arrokuda,Arrokuda,"Arrokuda, arrokuda",,サシカマス,刺梭鱼,
barraskewda,カマスジョー,Kamasujaw,꼬치조,戽斗尖梭,Hastacuda,Barrakiefa,Barraskewda,Barraskewda,"Barraskewda, barraskewda",,カマスジョー,戽斗尖梭,
toxel,エレズン,Eleson,일레즌,毒電嬰,Toxizap,Toxel,Toxel,Toxel,"Toxel, toxel",,エレズン,电音婴,
sizzlipede,ヤクデ,Yakude,태우지네,燒火蚣,Grillepattes,Thermopod,Sizzlipede,Sizzlipede,"Sizzlipede, sizzlipede",,ヤクデ,烧火蚣,
centiskorch,マルヤクデ,Maruyakude,다태우지네,焚焰蚣,Scolocendre,Infernopod,Centiskorch,Centiskorch,"Centiskorch, centiskorch, centiskorch-gmax",,マルヤクデ,焚焰蚣,
clobbopus,タタッコ,Tatakko,때때무노,拳拳蛸,Poulpaf,Klopptopus,Clobbopus,Clobbopus,"Clobbopus, clobbopus",,タタッコ,拳拳蛸,
grapploct,オトスパス,Otosupus,케오퍼스,八爪武師,Krakos,Kaocto,Grapploct,Grapploct,"Grapploct, grapploct",,オトスパス,八爪武师,
sinistea,ヤバチャ,Yabacha,데인차,來悲茶,Théffroi,Fatalitee,Sinistea,Sinistea,"Sinistea, sinistea",,ヤバチャ,来悲茶,
polteageist,ポットデス,Potdeath,포트데스,怖思壺,Polthégeist,Mortipot,Polteageist,Polteageist,"Polteageist, polteageist",,ポットデス,怖思壶,
hatenna,ミブリム,Mibrim,몸지브림,迷布莉姆,Bibichut,Brimova,Hatenna,Hatenna,"Hatenna, hatenna",,ミブリム,迷布莉姆,
hattrem,テブリム,Tebrim,손지브림,提布莉姆,Chapotus,Brimano,Hattrem,Hattrem,"Hattrem, hattrem",,テブリム,提布莉姆,
hatterene,ブリムオン,Brimuon,브리무음,布莉姆溫,Sorcilence,Silembrim,Hatterene,Hatterene,"Hatterene, hatterene, hatterene-gmax",,ブリムオン,布莉姆温,
impidimp,ベロバー,Beroba,메롱꿍,搗蛋小妖,Grimalin,Bähmon,Impidimp,Impidimp,"Impidimp, impidimp",,ベロバー,捣蛋小妖,
morgrem,ギモー,Gimoh,쏘겨모,詐唬魔,Fourbelin,Pelzebub,Morgrem,Morgrem,"Morgrem, morgrem",,ギモー,诈唬魔,
grimmsnarl,オーロンゲ,Ohlonge,오롱털,長毛巨魔,Angoliath,Olangaar,Grimmsnarl,Grimmsnarl,"Grimmsnarl, grimmsnarl, grimmsnarl-gmax",,オーロンゲ,长毛巨魔,
obstagoon,タチフサグマ,Tachifusaguma,가로막구리,堵攔熊,Ixon,Barrikadax,Obstagoon,Obstagoon,"Obstagoon, obstagoon",,タチフサグマ,堵拦熊,
perrserker,ニャイキング,Nyaiking,나이킹,喵頭目,Berserkatt,Mauzinger,Perrserker,Perrserker,"Perrserker, perrserker",,ニャイキング,喵头目,
cursola,サニゴーン,Sunigoon,산호르곤,魔靈珊瑚,Corayôme,Gorgasonn,Cursola,Cursola,"Cursola, cursola",,サニゴーン,魔灵珊瑚,
sirfetchd,ネギガナイト,Negigaknight,창파나이트,蔥遊兵,Palarticho,Lauchzelot,Sirfetch’d,Sirfetch’d,"Sirfetch’d, sirfetchd",,ネギガナイト,葱游兵,
mr-rime,バリコオル,Barrikohru,마임꽁꽁,踏冰人偶,M. Glaquette,Pantifrost,Mr. Rime,Mr. Rime,"Mr. Rime, mr-rime",,バリコオル,踏冰人偶,
runerigus,デスバーン,Deathbarn,데스판,死神板,Tutétékri,Oghnatoll,Runerigus,Runerigus,"Runerigus, runerigus",,デスバーン,迭失板,
milcery,マホミル,Mahomil,마빌크,小仙奶,Crèmy,Hokumil,Milcery,Milcery,"Milcery, milcery",,マホミル,小仙奶,
alcremie,マホイップ,Mawhip,마휘핑,霜奶仙,Charmilly,Pokusan,Alcremie,Alcremie,"Alcremie, alcremie, alcremie-gmax",,マホイップ,霜奶仙,
falinks,タイレーツ,Tairetsu,대여르,列陣兵,Hexadron,Legios,Falinks,Falinks,"Falinks, falinks",,タイレーツ,列阵兵,
pincurchin,バチンウニ,Bachinuni,찌르성게,啪嚓海膽,Wattapik,Britzigel,Pincurchin,Pincurchin,"Pincurchin, pincurchin",,バチンウニ,啪嚓海胆,
snom,ユキハミ,Yukihami,누니머기,雪吞蟲,Frissonille,Snomnom,Snom,Snom,"Snom, snom",,ユキハミ,雪吞虫,
frosmoth,モスノウ,Mothnow,모스노우,雪絨蛾,Beldeneige,Mottineva,Frosmoth,Frosmoth,"Frosmoth, frosmoth",,モスノウ,雪绒蛾,
