pokemon_species,🇬🇧 (en),🇫🇷 (fr),🇪🇸 (es),🇩🇪 (de),🇮🇹 (it),🇯🇵 (ja),🇰🇷 (ko),🇨🇳 (zh-Hans),🇷🇺 (ru),🇲🇽 (es-MX),🇵🇹 (pt),🇳🇱 (nl),🇹🇷 (tr),🇸🇦 (ar),🇹🇭 (th),🇻🇳 (vi),🇵🇱 (pl),🇸🇪 (sv),🇩🇰 (da),🇳🇴 (no),🇫🇮 (fi),🇬🇷 (el),🇮🇩 (id),🇲🇾 (ms),🇵🇭 (fil),🇭🇺 (hu),🇨🇿 (cs),🇸🇰 (sk),🇷🇴 (ro),🇺🇦 (uk),🇭🇷 (hr),🇧🇬 (bg),🇪🇪 (et),🇱🇻 (lv),🇱🇹 (lt),🇸🇮 (sl),🇲🇹 (mt),🇦🇱 (sq),🇲🇰 (mk),🇧🇦 (bs),🇷🇸 (sr),🇨🇾 (cy),🇮🇪 (ga),🏴 (gd),🇰🇾 (kw),🇧🇷 (br),🇿🇦 (af),🇿🇦 (xh),🇿🇦 (zu),🇿🇦 (tn),🇿🇦 (st),🇿🇦 (ss),🇿🇦 (nr),🇿🇦 (nso),🇿🇦 (ts),🇿🇦 (ve),🇺🇬 (xog),🇺🇬 (lg),🇬🇭 (ak),🇬🇭 (tw),🇧🇫 (bm),🇲🇲 (my),🇰🇭 (km),🇱🇦 (lo),🇪🇹 (am),🇪🇹 (ti),🇪🇹 (om),🇸🇴 (so),🇰🇪 (sw),🇷🇼 (rw),🇳🇬 (yo),🇳🇬 (ig),🇳🇬 (ha),🇧🇩 (bn),🇮🇳 (pa),🇮🇳 (gu),🇮🇳 (or),🇮🇳 (ta),🇮🇳 (te),🇮🇳 (kn),🇮🇳 (ml),🇱🇰 (si),🇳🇵 (ne),🇧🇹 (dz),🇧🇾 (be),🇰🇿 (kk),🇺🇿 (uz),🇰🇬 (ky)
dodrio,"Dodrio, dodrio",Dodrio,Dodrio,Dodri,Dodrio,ドードリオ,두트리오,嘟嘟利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seel,"Seel, seel",Otaria,Seel,Jurob,Seel,パウワウ,쥬쥬,小海狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dewgong,"Dewgong, dewgong",Lamantine,Dewgong,Jugong,Dewgong,ジュゴン,쥬레곤,白海狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grimer,"Grimer, grimer, grimer-alola",Tadmorv,Grimer,Sleima,Grimer,ベトベター,질퍽이,臭泥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muk,"Muk, muk, muk-alola",Grotadmorv,Muk,Sleimok,Muk,ベトベトン,질뻐기,臭臭泥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shellder,"Shellder, shellder",Kokiyas,Shellder,Muschas,Shellder,シェルダー,셀러,大舌贝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloyster,"Cloyster, cloyster",Crustabri,Cloyster,Austos,Cloyster,パルシェン,파르셀,刺甲贝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gastly,"Gastly, gastly",Fantominus,Gastly,Nebulak,Gastly,ゴース,고오스,鬼斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haunter,"Haunter, haunter",Spectrum,Haunter,Alpollo,Haunter,ゴースト,고우스트,鬼斯通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gengar,"Gengar, gengar, gengar-gmax, gengar-mega",Ectoplasma,Gengar,Gengar,Gengar,ゲンガー,팬텀,耿鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onix,"Onix, onix",Onix,Onix,Onix,Onix,イワーク,롱스톤,大岩蛇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drowzee,"Drowzee, drowzee",Soporifik,Drowzee,Traumato,Drowzee,スリープ,슬리프,催眠貘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypno,"Hypno, hypno",Hypnomade,Hypno,Hypno,Hypno,スリーパー,슬리퍼,引梦貘人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krabby,"Krabby, krabby",Krabby,Krabby,Krabby,Krabby,クラブ,크랩,大钳蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kingler,"Kingler, kingler, kingler-gmax",Krabboss,Kingler,Kingler,Kingler,キングラー,킹크랩,巨钳蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voltorb,"Voltorb, voltorb, voltorb-hisui",Voltorbe,Voltorb,Voltobal,Voltorb,ビリリダマ,찌리리공,霹雳电球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electrode,"Electrode, electrode, electrode-hisui",Électrode,Electrode,Lektrobal,Electrode,マルマイン,붐볼,顽皮雷弹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exeggcute,"Exeggcute, exeggcute",Noeunoeuf,Exeggcute,Owei,Exeggcute,タマタマ,아라리,蛋蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exeggutor,"Exeggutor, exeggutor, exeggutor-alola",Noadkoko,Exeggutor,Kokowei,Exeggutor,ナッシー,나시,椰蛋树,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cubone,"Cubone, cubone",Osselait,Cubone,Tragosso,Cubone,カラカラ,탕구리,卡拉卡拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marowak,"Marowak, marowak, marowak-alola, marowak-totem",Ossatueur,Marowak,Knogga,Marowak,ガラガラ,텅구리,嘎啦嘎啦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitmonlee,"Hitmonlee, hitmonlee",Kicklee,Hitmonlee,Kicklee,Hitmonlee,サワムラー,시라소몬,飞腿郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitmonchan,"Hitmonchan, hitmonchan",Tygnon,Hitmonchan,Nockchan,Hitmonchan,エビワラー,홍수몬,快拳郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lickitung,"Lickitung, lickitung",Excelangue,Lickitung,Schlurp,Lickitung,ベロリンガ,내루미,大舌头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koffing,"Koffing, koffing",Smogo,Koffing,Smogon,Koffing,ドガース,또가스,瓦斯弹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weezing,"Weezing, weezing, weezing-galar",Smogogo,Weezing,Smogmog,Weezing,マタドガス,또도가스,双弹瓦斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhyhorn,"Rhyhorn, rhyhorn",Rhinocorne,Rhyhorn,Rihorn,Rhyhorn,サイホーン,뿔카노,独角犀牛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhydon,"Rhydon, rhydon",Rhinoféros,Rhydon,Rizeros,Rhydon,サイドン,코뿌리,钻角犀兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chansey,"Chansey, chansey",Leveinard,Chansey,Chaneira,Chansey,ラッキー,럭키,吉利蛋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tangela,"Tangela, tangela",Saquedeneu,Tangela,Tangela,Tangela,モンジャラ,덩쿠리,蔓藤怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaskhan,"Kangaskhan, kangaskhan, kangaskhan-mega",Kangourex,Kangaskhan,Kangama,Kangaskhan,ガルーラ,캥카,袋兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horsea,"Horsea, horsea",Hypotrempe,Horsea,Seeper,Horsea,タッツー,쏘드라,墨海马,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seadra,"Seadra, seadra",Hypocéan,Seadra,Seemon,Seadra,シードラ,시드라,海刺龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goldeen,"Goldeen, goldeen",Poissirène,Goldeen,Goldini,Goldeen,トサキント,콘치,角金鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seaking,"Seaking, seaking",Poissoroy,Seaking,Golking,Seaking,アズマオウ,왕콘치,金鱼王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staryu,"Staryu, staryu",Stari,Staryu,Sterndu,Staryu,ヒトデマン,별가사리,海星星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starmie,"Starmie, starmie",Staross,Starmie,Starmie,Starmie,スターミー,아쿠스타,宝石海星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mr-mime,"Mr. Mime, mr-mime, mr-mime-galar",M. Mime,Mr. Mime,Pantimos,Mr. Mime,バリヤード,마임맨,魔墙人偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scyther,"Scyther, scyther",Insécateur,Scyther,Sichlor,Scyther,ストライク,스라크,飞天螳螂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jynx,"Jynx, jynx",Lippoutou,Jynx,Rossana,Jynx,ルージュラ,루주라,迷唇姐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electabuzz,"Electabuzz, electabuzz",Élektek,Electabuzz,Elektek,Electabuzz,エレブー,에레브,电击兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magmar,"Magmar, magmar",Magmar,Magmar,Magmar,Magmar,ブーバー,마그마,鸭嘴火兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinsir,"Pinsir, pinsir, pinsir-mega",Scarabrute,Pinsir,Pinsir,Pinsir,カイロス,쁘사이저,凯罗斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauros,"Tauros, tauros, tauros-paldea-aqua-breed, tauros-paldea-blaze-breed, tauros-paldea-combat-breed",Tauros,Tauros,Tauros,Tauros,ケンタロス,켄타로스,肯泰罗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magikarp,"Magikarp, magikarp",Magicarpe,Magikarp,Karpador,Magikarp,コイキング,잉어킹,鲤鱼王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gyarados,"Gyarados, gyarados, gyarados-mega",Léviator,Gyarados,Garados,Gyarados,ギャラドス,갸라도스,暴鲤龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lapras,"Lapras, lapras, lapras-gmax",Lokhlass,Lapras,Lapras,Lapras,ラプラス,라프라스,拉普拉斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ditto,"Ditto, ditto",Métamorph,Ditto,Ditto,Ditto,メタモン,메타몽,百变怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eevee,"Eevee, eevee, eevee-gmax, eevee-starter",Évoli,Eevee,Evoli,Eevee,イーブイ,이브이,伊布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vaporeon,"Vaporeon, vaporeon",Aquali,Vaporeon,Aquana,Vaporeon,シャワーズ,샤미드,水伊布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jolteon,"Jolteon, jolteon",Voltali,Jolteon,Blitza,Jolteon,サンダース,쥬피썬더,雷伊布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flareon,"Flareon, flareon",Pyroli,Flareon,Flamara,Flareon,ブースター,부스터,火伊布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
porygon,"Porygon, porygon",Porygon,Porygon,Porygon,Porygon,ポリゴン,폴리곤,多边兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omanyte,"Omanyte, omanyte",Amonita,Omanyte,Amonitas,Omanyte,オムナイト,암나이트,菊石兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omastar,"Omastar, omastar",Amonistar,Omastar,Amoroso,Omastar,オムスター,암스타,多刺菊石兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kabuto,"Kabuto, kabuto",Kabuto,Kabuto,Kabuto,Kabuto,カブト,투구,化石盔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kabutops,"Kabutops, kabutops",Kabutops,Kabutops,Kabutops,Kabutops,カブトプス,투구푸스,镰刀盔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerodactyl,"Aerodactyl, aerodactyl, aerodactyl-mega",Ptéra,Aerodactyl,Aerodactyl,Aerodactyl,プテラ,프테라,化石翼龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snorlax,"Snorlax, snorlax, snorlax-gmax",Ronflex,Snorlax,Relaxo,Snorlax,カビゴン,잠만보,卡比兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
articuno,"Articuno, articuno, articuno-galar",Artikodin,Articuno,Arktos,Articuno,フリーザー,프리져,急冻鸟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zapdos,"Zapdos, zapdos, zapdos-galar",Électhor,Zapdos,Zapdos,Zapdos,サンダー,썬더,闪电鸟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moltres,"Moltres, moltres, moltres-galar",Sulfura,Moltres,Lavados,Moltres,ファイヤー,파이어,火焰鸟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dratini,"Dratini, dratini",Minidraco,Dratini,Dratini,Dratini,ミニリュウ,미뇽,迷你龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragonair,"Dragonair, dragonair",Draco,Dragonair,Dragonir,Dragonair,ハクリュー,신뇽,哈克龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragonite,"Dragonite, dragonite",Dracolosse,Dragonite,Dragoran,Dragonite,カイリュー,망나뇽,快龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mewtwo,"Mewtwo, mewtwo, mewtwo-mega-x, mewtwo-mega-y",Mewtwo,Mewtwo,Mewtu,Mewtwo,ミュウツー,뮤츠,超梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mew,"Mew, mew",Mew,Mew,Mew,Mew,ミュウ,뮤,梦幻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chikorita,"Chikorita, chikorita",Germignon,Chikorita,Endivie,Chikorita,チコリータ,치코리타,菊草叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayleef,"Bayleef, bayleef",Macronium,Bayleef,Lorblatt,Bayleef,ベイリーフ,베이리프,月桂叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meganium,"Meganium, meganium",Méganium,Meganium,Meganie,Meganium,メガニウム,메가니움,大竺葵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyndaquil,"Cyndaquil, cyndaquil",Héricendre,Cyndaquil,Feurigel,Cyndaquil,ヒノアラシ,브케인,火球鼠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quilava,"Quilava, quilava",Feurisson,Quilava,Igelavar,Quilava,マグマラシ,마그케인,火岩鼠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
typhlosion,"Typhlosion, typhlosion, typhlosion-hisui",Typhlosion,Typhlosion,Tornupto,Typhlosion,バクフーン,블레이범,火暴兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totodile,"Totodile, totodile",Kaiminus,Totodile,Karnimani,Totodile,ワニノコ,리아코,小锯鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
croconaw,"Croconaw, croconaw",Crocrodil,Croconaw,Tyracroc,Croconaw,アリゲイツ,엘리게이,蓝鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feraligatr,"Feraligatr, feraligatr",Aligatueur,Feraligatr,Impergator,Feraligatr,オーダイル,장크로다일,大力鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sentret,"Sentret, sentret",Fouinette,Sentret,Wiesor,Sentret,オタチ,꼬리선,尾立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furret,"Furret, furret",Fouinar,Furret,Wiesenior,Furret,オオタチ,다꼬리,大尾立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoothoot,"Hoothoot, hoothoot",Hoothoot,Hoothoot,Hoothoot,Hoothoot,ホーホー,부우부,咕咕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noctowl,"Noctowl, noctowl",Noarfang,Noctowl,Noctuh,Noctowl,ヨルノズク,야부엉,猫头夜鹰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ledyba,"Ledyba, ledyba",Coxy,Ledyba,Ledyba,Ledyba,レディバ,레디바,芭瓢虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ledian,"Ledian, ledian",Coxyclaque,Ledian,Ledian,Ledian,レディアン,레디안,安瓢虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinarak,"Spinarak, spinarak",Mimigal,Spinarak,Webarak,Spinarak,イトマル,페이검,圆丝蛛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ariados,"Ariados, ariados",Migalos,Ariados,Ariados,Ariados,アリアドス,아리아도스,阿利多斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crobat,"Crobat, crobat",Nostenfer,Crobat,Iksbat,Crobat,クロバット,크로뱃,叉字蝠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinchou,"Chinchou, chinchou",Loupio,Chinchou,Lampi,Chinchou,チョンチー,초라기,灯笼鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanturn,"Lanturn, lanturn",Lanturn,Lanturn,Lanturn,Lanturn,ランターン,랜턴,电灯怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pichu,"Pichu, pichu",Pichu,Pichu,Pichu,Pichu,ピチュー,피츄,皮丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleffa,"Cleffa, cleffa",Mélo,Cleffa,Pii,Cleffa,ピィ,삐,皮宝宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igglybuff,"Igglybuff, igglybuff",Toudoudou,Igglybuff,Fluffeluff,Igglybuff,ププリン,푸푸린,宝宝丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
togepi,"Togepi, togepi",Togepi,Togepi,Togepi,Togepi,トゲピー,토게피,波克比,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
togetic,"Togetic, togetic",Togetic,Togetic,Togetic,Togetic,トゲチック,토게틱,波克基古,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natu,"Natu, natu",Natu,Natu,Natu,Natu,ネイティ,네이티,天然雀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
